s_no,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
4456,4456,04-01-2022,Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002372,2,5.2,124.8,14.8
4457,4457,13-07-2023,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10003274,2,0.3,9.7,-0.3
4458,4458,26-08-2022,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10001878,5,7.2,232.8,22.8
4459,4459,05-02-2023,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,OFF-SU-10002881,2,66.5,1263.5,83.5
4460,4460,26-06-2022,First Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10001979,1,1.2,28.8,-1.2
4461,4461,23-12-2023,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10001522,2,6,144,4
4462,4462,23-01-2023,First Class,Home Office,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10003657,2,1.5,48.5,-1.5
4463,4463,01-04-2022,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,OFF-BI-10001718,4,3.2,76.8,6.8
4464,4464,19-07-2023,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Paper,OFF-PA-10003022,3,0.3,9.7,-0.3
4465,4465,04-05-2022,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,OFF-AP-10000891,2,4.2,205.8,25.8
4466,4466,27-06-2023,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Office Supplies,Binders,OFF-BI-10004970,1,0,0,0
4467,4467,17-01-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10003759,9,1,19,-1
4468,4468,13-09-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10003001,2,8.5,161.5,11.5
4469,4469,28-12-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10000780,2,6.4,313.6,23.6
4470,4470,10-11-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10001972,2,0.3,9.7,-0.3
4471,4471,07-01-2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10003535,3,5.2,124.8,4.8
4472,4472,16-09-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,FUR-CH-10003774,1,1.2,58.8,8.8
4473,4473,15-07-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Technology,Accessories,TEC-AC-10004571,3,7.2,232.8,22.8
4474,4474,12-08-2023,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Tables,FUR-TA-10004442,2,10.2,329.8,49.8
4475,4475,25-12-2023,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,OFF-PA-10002787,3,0.4,19.6,-0.4
4476,4476,06-01-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Furnishings,FUR-FU-10004586,4,0.4,19.6,-0.4
4477,4477,27-09-2022,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,OFF-PA-10002606,2,0.4,9.6,-0.4
4478,4478,25-09-2022,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Storage,OFF-ST-10000129,3,16.5,313.5,23.5
4479,4479,14-02-2023,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Furniture,Tables,FUR-TA-10003748,2,5,245,25
4480,4480,09-12-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004948,5,0.4,19.6,-0.4
4481,4481,10-12-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,OFF-FA-10001561,7,0.4,19.6,-0.4
4482,4482,10-05-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,OFF-AP-10002998,2,1.6,38.4,-1.6
4483,4483,08-07-2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10003981,12,1.6,38.4,8.4
4484,4484,24-08-2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001725,3,6,114,14
4485,4485,06-11-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10002071,2,0.2,9.8,-0.2
4486,4486,08-10-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10000477,3,0.4,19.6,-0.4
4487,4487,14-08-2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10004359,3,9.3,300.7,40.7
4488,4488,10-08-2023,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10000962,5,0.6,19.4,-0.6
4489,4489,01-12-2023,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,OFF-SU-10003567,9,2.8,67.2,-2.8
4490,4490,09-08-2023,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10003708,3,0,0,0
4491,4491,24-11-2022,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Tables,FUR-TA-10001095,3,16.8,403.2,33.2
4492,4492,16-12-2022,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,TEC-CO-10001571,2,19.8,640.2,50.2
4493,4493,19-03-2023,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10000221,2,0.4,9.6,-0.4
4494,4494,28-06-2022,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10001972,7,2,38,8
4495,4495,31-01-2022,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10000015,6,45.5,864.5,114.5
4496,4496,20-04-2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,FUR-BO-10004015,9,36.8,883.2,83.2
4497,4497,07-10-2022,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10002036,6,0.8,39.2,9.2
4498,4498,01-04-2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003650,4,12.6,617.4,57.4
4499,4499,25-09-2022,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003309,2,0.5,9.5,-0.5
4500,4500,11-08-2022,Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Paper,OFF-PA-10002787,2,0.2,9.8,-0.2
4501,4501,27-05-2022,Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Binders,OFF-BI-10000174,5,1,19,-1
4502,4502,21-09-2023,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10002005,5,0.6,29.4,-0.6
4503,4503,29-01-2022,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,OFF-FA-10002815,6,0.4,19.6,-0.4
4504,4504,24-04-2022,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10000213,7,8.5,161.5,1.5
4505,4505,15-08-2022,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,OFF-AP-10000828,2,14.4,345.6,25.6
4506,4506,08-04-2022,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10004708,3,3,57,7
4507,4507,28-02-2023,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001530,3,41,779,69
4508,4508,15-12-2023,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10002301,1,0.8,19.2,-0.8
4509,4509,01-05-2023,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10002554,1,0.8,19.2,-0.8
4510,4510,11-06-2023,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,FUR-TA-10001520,3,3.4,166.6,26.6
4511,4511,10-01-2022,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,FUR-FU-10001085,2,1.2,38.8,-1.2
4512,4512,06-01-2023,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10001597,2,3.2,76.8,6.8
4513,4513,09-04-2022,First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10002429,6,1.5,48.5,-1.5
4514,4514,10-04-2023,First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,OFF-ST-10001590,1,0.4,9.6,-0.4
4515,4515,25-01-2023,Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Chairs,FUR-CH-10000847,1,8.7,281.3,11.3
4516,4516,13-10-2023,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,OFF-AR-10003179,4,1.2,38.8,8.8
4517,4517,24-10-2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10000807,5,0.8,19.2,-0.8
4518,4518,02-11-2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002103,7,1,49,-1
4519,4519,12-08-2023,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10004441,4,0.8,19.2,-0.8
4520,4520,14-03-2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,OFF-ST-10003805,8,40.5,1309.5,119.5
4521,4521,29-08-2023,Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Technology,Accessories,TEC-AC-10001284,3,1.8,58.2,8.2
4522,4522,06-02-2023,Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,FUR-FU-10000221,4,0.6,19.4,-0.6
4523,4523,30-01-2022,Second Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Fasteners,OFF-FA-10001229,3,0.3,9.7,-0.3
4524,4524,30-10-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10001569,7,0.9,29.1,-0.9
4525,4525,01-07-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10004018,6,4.5,85.5,15.5
4526,4526,12-08-2022,Standard Class,Home Office,United States,Rome,New York,13440,East,Technology,Phones,TEC-PH-10004536,2,5.4,264.6,14.6
4527,4527,17-07-2022,Standard Class,Home Office,United States,Rome,New York,13440,East,Office Supplies,Paper,OFF-PA-10004353,5,3,97,7
4528,4528,04-01-2022,Standard Class,Home Office,United States,Rome,New York,13440,East,Furniture,Furnishings,FUR-FU-10004848,4,1.2,38.8,-1.2
4529,4529,08-08-2023,Second Class,Corporate,United States,Marion,Ohio,43302,East,Technology,Accessories,TEC-AC-10004864,4,6,114,14
4530,4530,18-12-2023,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002393,2,0,0,0
4531,4531,05-12-2022,First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10002335,2,16.4,393.6,33.6
4532,4532,04-05-2022,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001590,3,1.2,38.8,8.8
4533,4533,21-01-2022,Same Day,Home Office,United States,Manteca,California,95336,West,Furniture,Chairs,FUR-CH-10002774,3,4.8,115.2,15.2
4534,4534,02-09-2023,Same Day,Home Office,United States,Manteca,California,95336,West,Office Supplies,Envelopes,OFF-EN-10001219,2,0.4,19.6,-0.4
4535,4535,15-03-2023,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10001947,2,0.4,9.6,-0.4
4536,4536,01-02-2023,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10003142,3,0.8,19.2,-0.8
4537,4537,26-09-2023,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10001543,3,3.6,86.4,-3.6
4538,4538,12-11-2022,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10003560,3,0.4,19.6,-0.4
4539,4539,28-08-2023,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10004757,4,0.5,9.5,-0.5
4540,4540,07-02-2023,Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Phones,TEC-PH-10003800,2,4.4,105.6,5.6
4541,4541,20-08-2023,Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Tables,FUR-TA-10004152,7,24.5,465.5,35.5
4542,4542,22-11-2022,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10000756,7,0.3,9.7,-0.3
4543,4543,02-02-2022,First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Envelopes,OFF-EN-10004206,2,6.6,323.4,43.4
4544,4544,21-12-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,FUR-CH-10004477,9,15.2,364.8,14.8
4545,4545,10-04-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10003505,2,4.5,145.5,25.5
4546,4546,22-04-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10000526,7,21.6,518.4,8.4
4547,4547,23-08-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10003314,2,0,0,0
4548,4548,07-05-2023,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10003190,3,0.2,9.8,-0.2
4549,4549,18-08-2023,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10001861,1,0.3,9.7,-0.3
4550,4550,21-07-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10003963,4,33,627,67
4551,4551,30-01-2023,First Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Labels,OFF-LA-10003388,2,0.5,9.5,-0.5
4552,4552,18-03-2023,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,FUR-TA-10002855,3,10.5,339.5,39.5
4553,4553,30-08-2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10004886,3,9.2,220.8,20.8
4554,4554,09-06-2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10003657,3,0.3,9.7,-0.3
4555,4555,20-11-2022,Second Class,Consumer,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Binders,OFF-BI-10004738,3,2.4,57.6,7.6
4556,4556,01-06-2023,First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Fasteners,OFF-FA-10003112,4,1.5,28.5,8.5
4557,4557,20-07-2022,First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,OFF-ST-10002486,4,1.2,28.8,8.8
4558,4558,17-11-2022,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,OFF-BI-10003984,1,0.4,9.6,-0.4
4559,4559,18-01-2023,Standard Class,Corporate,United States,El Paso,Texas,79907,Central,Office Supplies,Envelopes,OFF-EN-10004773,2,2,48,8
4560,4560,07-12-2023,First Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,FUR-CH-10001146,3,3.9,126.1,6.1
4561,4561,18-05-2022,Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,OFF-EN-10003296,3,13.5,256.5,-3.5
4562,4562,05-01-2023,Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10000193,3,4.4,105.6,15.6
4563,4563,08-11-2023,Second Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10002111,5,2,38,-2
4564,4564,06-12-2023,Standard Class,Home Office,United States,Miramar,Florida,33023,South,Furniture,Chairs,FUR-CH-10003298,4,21,399,9
4565,4565,30-07-2022,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,OFF-ST-10004950,6,3,97,7
4566,4566,26-08-2022,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,OFF-AP-10002350,3,1,49,9
4567,4567,28-03-2022,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10004233,6,0.6,29.4,-0.6
4568,4568,14-04-2022,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,OFF-PA-10001892,4,0.6,19.4,-0.6
4569,4569,22-12-2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10003291,6,0.2,9.8,-0.2
4570,4570,26-04-2022,Second Class,Home Office,United States,San Jose,California,95123,West,Furniture,Furnishings,FUR-FU-10004017,3,2.4,77.6,-2.4
4571,4571,02-05-2022,Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Art,OFF-AR-10002445,3,0.6,19.4,-0.6
4572,4572,26-01-2023,Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Binders,OFF-BI-10001718,2,3.9,126.1,16.1
4573,4573,11-12-2022,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Copiers,TEC-CO-10004202,2,24,456,36
4574,4574,19-12-2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,TEC-PH-10002103,7,13.2,646.8,66.8
4575,4575,15-03-2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Furniture,Furnishings,FUR-FU-10003724,4,0.9,29.1,-0.9
4576,4576,03-12-2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,OFF-AR-10003732,5,0.3,9.7,-0.3
4577,4577,13-12-2023,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage,OFF-ST-10000885,2,0.9,29.1,-0.9
4578,4578,17-02-2022,Standard Class,Consumer,United States,Lewiston,Idaho,83501,West,Office Supplies,Binders,OFF-BI-10004817,1,0.3,9.7,-0.3
4579,4579,05-12-2022,Standard Class,Home Office,United States,Hampton,Virginia,23666,South,Office Supplies,Binders,OFF-BI-10001670,3,4.4,105.6,5.6
4580,4580,06-07-2023,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002709,11,2.8,67.2,-2.8
4581,4581,23-02-2023,Standard Class,Corporate,United States,Hattiesburg,Mississippi,39401,South,Technology,Accessories,TEC-AC-10004469,6,12,228,8
4582,4582,17-10-2023,First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10003424,3,0.9,29.1,-0.9
4583,4583,20-07-2023,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,OFF-LA-10003720,8,0.8,19.2,-0.8
4584,4584,07-10-2023,Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art,OFF-AR-10000390,2,0.4,9.6,-0.4
4585,4585,17-05-2022,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Envelopes,OFF-EN-10001335,7,2.4,77.6,7.6
4586,4586,17-12-2022,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Art,OFF-AR-10003469,5,0.2,9.8,-0.2
4587,4587,28-04-2022,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Binders,OFF-BI-10003718,6,29.5,560.5,60.5
4588,4588,23-03-2023,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Fasteners,OFF-FA-10004838,3,0.5,9.5,-0.5
4589,4589,13-04-2023,Second Class,Home Office,United States,Danville,California,94526,West,Furniture,Furnishings,FUR-FU-10002508,3,0.9,29.1,-0.9
4590,4590,28-05-2022,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Storage,OFF-ST-10001511,7,22.5,427.5,47.5
4591,4591,13-09-2022,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,OFF-SU-10000952,2,0.4,19.6,-0.4
4592,4592,17-06-2022,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10002275,2,12,288,18
4593,4593,03-08-2023,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10003535,3,4.5,145.5,15.5
4594,4594,30-09-2022,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,OFF-AP-10004052,2,0.2,9.8,-0.2
4595,4595,02-11-2023,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,FUR-TA-10003473,3,45,855,65
4596,4596,10-12-2022,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,OFF-AR-10001897,3,2.5,47.5,7.5
4597,4597,16-05-2022,Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,OFF-AR-10000034,8,0.6,29.4,9.4
4598,4598,07-02-2022,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Supplies,OFF-SU-10004115,3,1,19,-1
4599,4599,03-06-2022,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,OFF-AP-10001947,5,1.8,88.2,8.2
4600,4600,23-01-2023,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,FUR-CH-10004853,1,4.5,145.5,15.5
4601,4601,08-10-2022,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Envelopes,OFF-EN-10000483,9,7,133,3
4602,4602,12-01-2022,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Fasteners,OFF-FA-10001332,4,0.2,9.8,-0.2
4603,4603,02-09-2023,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10003790,1,1,19,-1
4604,4604,23-02-2023,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10003134,4,4.5,145.5,5.5
4605,4605,20-11-2023,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,OFF-EN-10004459,2,0.2,9.8,-0.2
4606,4606,11-07-2023,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,TEC-AC-10003628,7,6.8,163.2,3.2
4607,4607,25-09-2022,Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,TEC-PH-10004093,1,1.5,48.5,8.5
4608,4608,06-06-2023,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,OFF-ST-10001490,3,10.8,529.2,89.2
4609,4609,11-12-2023,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10000605,2,0.5,9.5,-0.5
4610,4610,31-10-2023,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,OFF-PA-10004255,7,1.5,48.5,8.5
4611,4611,03-10-2023,Standard Class,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,FUR-FU-10000023,8,2.5,47.5,-2.5
4612,4612,28-10-2022,Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Office Supplies,Binders,OFF-BI-10000285,4,1.5,28.5,-1.5
4613,4613,15-12-2023,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10000588,3,1,49,9
4614,4614,19-11-2023,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10002250,5,0.4,19.6,-0.4
4615,4615,10-04-2022,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,OFF-AP-10002457,3,3,57,7
4616,4616,23-04-2022,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,OFF-FA-10002763,9,0.9,29.1,9.1
4617,4617,17-12-2023,Second Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Accessories,TEC-AC-10000109,3,2.6,127.4,17.4
4618,4618,26-10-2023,Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Phones,TEC-PH-10002415,2,23.6,566.4,56.4
4619,4619,15-10-2022,Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Chairs,FUR-CH-10000785,3,27,513,23
4620,4620,14-10-2023,First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Copiers,TEC-CO-10001449,6,57.6,2822.4,262.4
4621,4621,01-08-2023,First Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10001670,3,4.5,85.5,5.5
4622,4622,04-07-2022,Second Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,OFF-ST-10001328,5,2.4,77.6,7.6
4623,4623,16-04-2022,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Supplies,OFF-SU-10001225,3,0.4,9.6,-0.4
4624,4624,18-10-2022,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,OFF-PA-10000357,4,7.2,172.8,2.8
4625,4625,08-02-2022,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,OFF-ST-10000046,2,5.2,254.8,44.8
4626,4626,20-05-2023,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings,FUR-FU-10000023,3,0.5,9.5,-0.5
4627,4627,17-10-2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003455,5,4,76,6
4628,4628,26-08-2022,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000876,2,0.6,19.4,-0.6
4629,4629,28-04-2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10003582,5,4.2,135.8,5.8
4630,4630,09-03-2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10004258,3,2,38,-2
4631,4631,02-02-2022,Same Day,Consumer,United States,Mount Pleasant,Michigan,48858,Central,Furniture,Furnishings,FUR-FU-10000719,2,0.6,19.4,-0.6
4632,4632,09-02-2023,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,OFF-LA-10001297,5,1,49,9
4633,4633,14-07-2023,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10000723,3,4.8,115.2,15.2
4634,4634,27-10-2022,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,FUR-BO-10003893,6,29.5,560.5,90.5
4635,4635,10-03-2022,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10000736,1,4,76,16
4636,4636,05-06-2022,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10000736,3,4.8,235.2,25.2
4637,4637,25-10-2023,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,OFF-AR-10003373,4,2.4,117.6,17.6
4638,4638,20-06-2022,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,OFF-AR-10000390,3,0.4,9.6,-0.4
